title,year,length,budget,rating,votes,Action,Animation,Comedy,Drama,Documentary,Romance,Short,Genre
Swingers,1996,96,200000,7.6,15827,0,0,1,1,0,0,0,Comedy
"Swinging Cheerleaders, The",1974,91,150000,4.2,85,0,0,1,0,0,0,0,Comedy
Swiri,1999,125,5000000,6.6,1704,1,0,0,0,0,1,0,Action
Switchback,1997,118,38000000,6.1,2195,1,0,0,0,0,0,0,Action
Switchblade Sisters,1975,91,320000,5.7,402,1,0,0,1,0,0,0,Action
Swoon,1992,80,250000,7,290,0,0,0,1,0,0,0,Drama
Swordfish,2001,99,80000000,6.2,20455,1,0,0,0,0,0,0,Action
Swordswallowers and Thin Men,2003,105,2500,8.2,6,0,0,0,0,0,0,0,0
Sylvia Scarlett,1935,95,1000000,6,411,0,0,1,0,0,1,0,Comedy
Symphony of Six Million,1932,94,270000,6.3,63,0,0,0,1,0,0,0,Drama
Sztuka spadania,2004,5,100000,7.6,68,0,1,1,0,0,0,1,Animation
T2 3-D: Battle Across Time,1996,12,60000000,7.2,2243,1,0,0,0,0,0,1,Action
THX 1138,1971,88,777000,6.5,4274,0,0,0,1,0,0,0,Drama
Tabu,1931,84,150000,7.8,313,0,0,0,1,0,1,0,Drama
Tadpole,2002,78,150000,6.3,1769,0,0,1,1,0,1,0,Comedy
Taegukgi hwinalrimyeo,2004,140,12800000,8.5,1792,1,0,0,1,0,0,0,Action
Tai yang zhi zi,1990,84,35000000,4.8,24,1,0,0,0,0,0,0,Action
"Tailor of Panama, The",2001,109,18000000,6.1,5997,0,0,1,1,0,0,0,Comedy
Take Me Out to the Ball Game,1949,93,1725970,6.8,386,0,0,1,0,0,0,0,Comedy
Take Me Somewhere Nice,2004,17,8000,8.8,8,0,0,0,1,0,0,1,Drama
Take a Giant Step,1959,100,300000,5.6,6,0,0,0,1,0,0,0,Drama
Take the Money and Run,1969,85,1500000,7.3,3025,0,0,1,0,0,0,0,Comedy
Tale of the Mummy,1998,119,8000000,3.7,570,0,0,0,0,0,0,0,0
"Talented Mr. Ripley, The",1999,139,40000000,7,25974,0,0,0,1,0,0,0,Drama
Tales from the Hood,1995,98,6000000,5.1,548,1,0,0,0,0,0,0,Action
Talk Radio,1988,110,4000000,6.9,2080,0,0,0,1,0,0,0,Drama
Talk to Taka,2000,12,100000,3.7,37,0,0,1,0,0,1,1,Comedy
Tall Tale,1995,98,32000000,4.8,383,0,0,0,0,0,0,0,0
"Taming of the Shrew, The",1929,63,504000,6.2,41,0,0,1,0,0,0,0,Comedy
"Taming of the Shrew, The",1967,122,4000000,6.9,612,0,0,1,1,0,0,0,Comedy
Tang shan da xiong,1971,115,100000,6.3,1468,1,0,0,1,0,0,0,Action
Tango & Cash,1989,104,55000000,5.4,7657,1,0,1,0,0,0,0,Action
Tank Girl,1995,104,25000000,4.6,4400,1,0,1,0,0,0,0,Action
Taras Bulba,1962,124,7000000,6,412,1,0,0,1,0,1,0,Action
Target Earth,1954,75,85000,5.8,106,0,0,0,0,0,0,0,0
Targets,1968,90,130000,7.4,793,0,0,0,0,0,0,0,0
Tarnation,2003,88,0,7.7,596,0,0,0,0,1,0,0,Documentary
Tart,2001,94,3300000,4.6,714,0,0,0,1,0,0,0,Drama
Tarzan,1999,88,150000000,7.1,10672,0,1,0,0,0,0,0,Animation
Tarzan and His Mate,1934,104,1279000,7.4,538,1,0,0,0,0,0,0,Action
Tarzan and the Lost City,1998,83,20000000,3.6,510,1,0,0,0,0,0,0,Action
Tarzan and the Mermaids,1948,68,1000000,5.5,177,1,0,0,0,0,0,0,Action
"Taste of Blood, A",1967,117,65000,2.4,44,0,0,0,0,0,0,0,0
"Tattooed Stranger, The",1950,64,124000,6.5,61,0,0,0,1,0,0,0,Drama
Taxi Driver,1976,110,1300000,8.5,47873,0,0,0,1,0,0,0,Drama
"Taxman, The",1999,104,1000000,5.7,169,1,0,1,0,0,0,0,Action
Tea with Mussolini,1999,117,12000000,6.7,2711,0,0,1,1,0,0,0,Comedy
Tea with Tiffany,2003,6,10000,9.5,6,0,0,0,0,0,0,1,Short
Teacher's Pet,2004,74,10000000,5.6,218,0,1,1,0,0,0,0,Animation
Teaching Mrs. Tingle,1999,96,13000000,5,5244,0,0,1,0,0,0,0,Comedy
Team America: World Police,2004,98,30000000,7.3,13104,1,0,1,0,0,0,0,Action
Tears of the Sun,2003,121,70000000,6.2,8690,1,0,0,1,0,0,0,Action
Ted Bundy,2002,99,1200000,5.2,852,0,0,0,1,0,0,0,Drama
Teen Wolf Too,1987,95,3000000,2.7,2209,0,0,1,0,0,0,0,Comedy
Teenage Cave Man,1958,65,70000,3.1,169,0,0,0,0,0,0,0,0
Teenage Monster,1958,65,57000,3.3,59,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles,1990,93,13500000,5.5,6946,1,0,0,0,0,0,0,Action
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,25000000,4.6,3429,1,0,0,0,0,0,0,Action
Teenage Thunder,1957,78,46000,4.5,6,0,0,0,1,0,0,0,Drama
Tehran 7:00 a.m.,2003,85,500000,6.9,5,0,0,0,1,0,0,0,Drama
Tell Me That You Love Me,1983,91,1000000,3.4,5,0,0,1,1,0,0,0,Comedy
Tell Them Johnny Wadd Is Here,1975,74,12000,4.6,25,0,0,0,0,0,0,0,0
Telling Lies in America,1997,101,4000000,6.4,646,0,0,0,1,0,0,0,Drama
"Temp, The",1993,99,15000000,4.9,668,0,0,0,1,0,0,0,Drama
Temporary Girl,1998,90,250000,7.5,21,0,0,1,1,0,0,0,Comedy
"Temptress, The",1926,106,669000,7.3,62,0,0,0,1,0,1,0,Drama
"Ten Commandments, The",1923,146,1800000,7.5,97,0,0,0,1,0,0,0,Drama
"Ten Commandments, The",1956,220,13500000,7.7,8895,0,0,0,1,0,0,0,Drama
Ten to Chi to,1990,215,42000000,6.4,240,1,0,0,1,0,0,0,Action
Tentacoli,1977,102,750000,2.8,237,0,0,0,0,0,0,0,0
Terminal Choice,1985,93,3900000,5.1,69,0,0,0,0,0,0,0,0
Terminal USA,1993,54,365000,6.9,37,0,0,0,0,0,0,0,0
"Terminal, The",2004,128,60000000,7.1,15809,0,0,1,1,0,1,0,Comedy
Terminator 2: Judgment Day,1991,154,100000000,8.2,77614,1,0,0,1,0,0,0,Action
Terminator 3: Rise of the Machines,2003,109,175000000,6.9,32111,1,0,0,0,0,0,0,Action
"Terminator, The",1984,108,6400000,7.9,59772,1,0,0,1,0,1,0,Action
"Terrible Truth, The",1951,10,1000,3.7,10,0,0,0,1,0,0,1,Drama
Terror Tract,2000,96,11000000,5.6,281,0,0,1,0,0,0,0,Comedy
Terror Train,1980,97,3500000,5.2,567,0,0,0,0,0,0,0,0
Terror in a Texas Town,1958,81,80000,6.7,114,0,0,0,0,0,0,0,0
"Terror of Tiny Town, The",1938,62,100000,3,195,0,0,1,0,0,0,0,Comedy
Terrorists,2004,72,80000,9.4,9,0,0,1,0,0,0,0,Comedy
Tess of the Storm Country,1922,137,400000,7.8,56,0,0,0,1,0,0,0,Drama
"Testament of Tom Jacoby, The",2001,7,3000,9.4,5,0,0,0,0,0,0,1,Short
Tevya,1939,93,70000,6.4,46,0,0,0,1,0,0,0,Drama
"Texas Chain Saw Massacre, The",1974,75,140000,7,10224,0,0,0,0,0,0,0,0
"Texas Chainsaw Massacre 2, The",1986,111,4700000,4.6,2107,0,0,0,0,0,0,0,0
"Texas Chainsaw Massacre, The",2003,98,9200000,5.9,9587,1,0,0,0,0,0,0,Action
Texas Rangers,2001,86,38000000,5.1,945,0,0,0,1,0,0,0,Drama
Thank God He Met Lizzie,1997,91,2500000,5.9,196,0,0,1,0,0,1,0,Comedy
Thank God It's Friday,1978,89,2200000,3.5,343,0,0,1,0,0,0,0,Comedy
Thanksgiving,2004,12,150000,7.9,9,0,0,0,1,0,0,1,Drama
That 70's Matrix,2001,35,1200,3.9,24,1,0,1,0,0,0,1,Action
That Cold Day in the Park,1969,113,500000,6.2,106,0,0,0,1,0,0,0,Drama
That Little Monster,1994,56,30000,6.6,65,0,0,1,0,0,0,0,Comedy
That Thing You Do!,1996,108,2500000,6.6,11701,0,0,1,1,0,0,0,Comedy
Thaw,2000,14,15000,8.2,6,0,0,0,1,0,0,1,Drama
Thelma & Louise,1991,129,16500000,7.3,18075,1,0,0,1,0,0,0,Action
Theodore Rex,1995,92,33000000,2.2,567,0,0,1,0,0,0,0,Comedy
Therapy Group,2003,3,1000,6.1,5,0,0,1,0,0,0,1,Comedy
There Goes My Baby,1994,110,10500000,6.1,253,0,0,1,1,0,0,0,Comedy
There's Always Vanilla,1971,91,90000,3.2,49,0,0,0,1,0,0,0,Drama
There's Something About Mary,1998,134,23000000,7.2,46343,0,0,1,0,0,1,0,Comedy
They,2002,89,17000000,4.4,2660,0,0,0,0,0,0,0,0
They Call Him Sasquatch,2003,100,1000000,6.5,11,0,0,1,0,0,0,0,Comedy
They Came to Cordura,1959,123,4000000,6.3,163,0,0,0,0,0,0,0,0
They Died with Their Boots On,1941,140,2200000,7.1,693,0,0,0,1,0,1,0,Drama
They Drive by Night,1940,95,500000,7.3,667,0,0,0,1,0,0,0,Drama
They Live,1988,93,4000000,6.5,5131,1,0,0,0,0,0,0,Action
"Thief of Bagdad, The",1924,139,2000000,7.9,362,1,0,0,0,0,0,0,Action
Thief of Hearts,1984,100,9000000,5.1,371,0,0,0,1,0,0,0,Drama
"Thief, The",2004,31,1000,7.3,24,0,0,1,0,0,0,1,Comedy
Thieves Like Us,1974,123,800000,7,310,0,0,0,1,0,0,0,Drama
"Thin Line Between Love and Hate, A",1996,108,8000000,4.4,458,0,0,1,0,0,1,0,Comedy
"Thin Man Goes Home, The",1945,100,1000000,7.1,495,0,0,1,1,0,1,0,Comedy
"Thin Red Line, The",1998,170,52000000,7.2,25637,1,0,0,1,0,0,0,Action
"Thing Called Love, The",1993,116,14000000,6,1217,0,0,1,1,0,1,0,Comedy
"Thing, The",1982,109,10000000,7.8,17071,1,0,0,0,0,0,0,Action
Things to Do in Denver When You're Dead,1995,115,8000000,6.6,5703,0,0,0,1,0,1,0,Drama
Thir13en Ghosts,2001,87,20000000,5.1,8292,0,0,1,0,0,0,0,Comedy
Thirteen,2003,100,1500000,7.1,8652,0,0,0,1,0,0,0,Drama
Thirteen Conversations About One Thing,2001,104,3000000,7.2,2883,0,0,0,1,0,0,0,Drama
Thirteen Days,2000,145,80000000,7.4,10926,0,0,0,1,0,0,0,Drama
"Thirteenth Floor, The",1999,100,16000000,6.4,7712,0,0,0,0,0,0,0,0
This Divided State,2005,88,10000,5.5,35,0,0,0,0,1,0,0,Documentary
This Is Elvis,1981,144,5000000,6.2,200,0,0,0,1,1,0,0,Drama
This Is Not a Love Story,2002,81,1000000,4.2,9,0,0,1,1,0,0,0,Comedy
This Island Earth,1955,87,800000,5.4,1294,0,0,0,0,0,0,0,0
This Love of Ours,1945,90,2000000,5.3,21,0,0,0,1,0,0,0,Drama
This Property Is Condemned,1966,110,4000000,6.4,497,0,0,0,1,0,1,0,Drama
This Space Between Us,2000,98,1290000,4.3,32,0,0,1,1,0,1,0,Comedy
"Thomas Crown Affair, The",1968,102,4300000,6.7,2766,0,0,0,1,0,1,0,Drama
"Thomas Crown Affair, The",1999,113,48000000,6.7,17220,0,0,1,0,0,1,0,Comedy
Thomas and the Magic Railroad,2000,85,19000000,4.2,364,0,0,0,0,0,0,0,0
Thoroughly Modern Millie,1967,138,6000000,6.6,814,0,0,1,0,0,0,0,Comedy
"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",1965,138,5600000,6.7,1064,1,0,1,0,0,0,0,Action
Three Barbecues: A Blackened Comedy,2004,95,25000,9.8,9,0,0,1,0,0,0,0,Comedy
Three Bewildered People in the Night,1987,92,5000,5.7,22,0,0,0,1,0,0,0,Drama
Three Faces West,1940,79,100000,5.1,101,0,0,0,1,0,1,0,Drama
Three Fugitives,1989,92,15000000,5.5,1664,1,0,1,0,0,0,0,Action
Three Kings,1999,114,48000000,7.3,31503,1,0,1,1,0,0,0,Action
Three Little Pigs,1933,8,15720,7.9,260,0,1,1,0,0,0,1,Animation
Three Smart Girls,1936,84,326000,7.1,107,0,0,1,0,0,0,0,Comedy
"Three Stooges in Orbit, The",1962,90,450000,5.5,156,0,0,1,0,0,0,0,Comedy
Three on a Meathook,1972,80,20000,3,70,0,0,0,0,0,0,0,0
Three to Tango,1999,98,20000000,6,5719,0,0,1,0,0,1,0,Comedy
Thrill Kill Jack in Hale Manor,2000,80,10000,7.7,7,1,0,0,0,0,0,0,Action
Thunder Afloat,1939,95,1000000,6,15,1,0,0,1,0,1,0,Action
Thunder in Guyana,2003,50,150000,9.3,6,0,0,0,0,1,0,0,Documentary
Thunderball,1965,130,9000000,6.8,8226,1,0,0,0,0,0,0,Action
Thunderbirds,2004,95,57000000,4.4,1419,1,0,1,0,0,0,0,Action
Thunderbolt and Lightfoot,1974,114,4000000,6.8,1983,1,0,1,0,0,0,0,Action
Thunderpants,2002,87,7000000,4.2,353,0,0,1,0,0,0,0,Comedy
Tickle Me,1965,90,1480000,4.4,181,0,0,1,0,0,0,0,Comedy
"Tigger Movie, The",2000,77,20000000,6.1,1376,0,1,1,0,0,0,0,Animation
"Tigre de Santa Julia, El",2002,128,2000000,6.1,75,1,0,0,1,0,0,0,Action
Till the Clouds Roll by,1946,132,2841000,6.5,252,0,0,0,0,0,0,0,0
Tillie's Punctured Romance,1914,82,50000,6.3,247,0,0,1,0,0,0,0,Comedy
Time Bandits,1981,110,5000000,6.9,9434,0,0,1,0,0,0,0,Comedy
Time Changer,2002,95,825000,4.5,304,0,0,0,1,0,0,0,Drama
"Time Machine, The",1960,89,750000,7.3,4269,0,0,0,0,0,0,0,0
"Time Machine, The",2002,96,80000000,5.5,12424,1,0,0,0,0,0,0,Action
Time Out,2004,19,45000,7,62,0,0,0,1,0,0,1,Drama
"Time Travelers, The",1964,82,250000,5.2,133,0,0,0,0,0,0,0,0
Time Walker,1982,83,750000,2.4,170,0,0,0,0,0,0,0,0
Time of Fear,2002,88,800000,5.1,26,0,0,0,0,0,0,0,0
"Time to Kill, A",1996,149,40000000,6.9,15577,0,0,0,1,0,0,0,Drama
Timecode,2000,97,4000000,6.2,2320,0,0,1,1,0,0,0,Comedy
Timeline,2003,116,80000000,5.2,5803,0,0,0,0,0,0,0,0
Tin Cup,1996,135,45000000,6.2,7521,0,0,1,1,0,1,0,Comedy
Tin Men,1987,110,11000000,6.4,2065,0,0,1,1,0,0,0,Comedy
"Tingler, The",1959,82,250000,6.5,550,0,0,0,0,0,0,0,0
Tis the Season,1998,17,10000,9,5,0,0,0,0,0,0,1,Short
Titan A.E.,2000,94,75000000,6.4,9373,1,1,0,0,0,0,0,Action
Titanic,1997,194,200000000,6.9,90195,0,0,0,1,0,1,0,Drama
Titus Andronicus,2000,167,16000,3.3,11,0,0,0,1,0,0,0,Drama
To Catch a Thief,1955,106,2500000,7.4,6053,0,0,0,0,0,1,0,Romance
To Die For,1995,110,20000000,6.7,7737,0,0,1,1,0,0,0,Comedy
To Kill a King,2003,102,14300000,6.1,364,0,0,0,1,0,0,0,Drama
To Kill a Mockingbird,1962,129,2000000,8.5,30139,0,0,0,1,0,0,0,Drama
"To Sir, with Love",1967,105,640000,7.4,1999,0,0,0,1,0,0,0,Drama
"Toast of New York, The",1937,109,1072000,6.9,122,0,0,1,1,0,0,0,Comedy
Today Was Thursday,2004,16,1000,9.4,7,0,0,0,1,0,0,1,Drama
Tokyo Breakfast,2001,6,25000,7.5,23,0,0,1,0,0,0,1,Comedy
Tom Horn,1980,98,3000000,6.4,404,0,0,0,0,0,0,0,0
Tom Jones,1963,128,1000000,7.2,1392,0,0,1,0,0,1,0,Comedy
Tomcats,2001,95,11000000,4.7,3717,0,0,1,0,0,0,0,Comedy
Tommy,1975,111,5000000,6.1,2916,0,0,0,1,0,0,0,Drama
Tomorrow Never Dies,1997,119,110000000,6.4,19397,1,0,0,0,0,0,0,Action
"Tong Man, The",1919,50,350000,6.5,12,0,0,0,1,0,0,0,Drama
Too Late Blues,1961,103,375000,6.6,64,0,0,0,1,0,0,0,Drama
"Toolbox Murders, The",1978,93,185000,4.3,259,0,0,0,0,0,0,0,0
Tooth,2004,91,12000000,4.3,84,0,0,0,0,0,0,0,0
Top Banana,1954,100,150000,5.8,47,0,0,1,0,0,1,0,Comedy
Top Dog,1995,86,6000000,3.3,348,1,0,1,0,0,0,0,Action
Top Gun,1986,110,15000000,6.5,32410,1,0,0,1,0,1,0,Action
Top Hat,1935,101,609000,7.8,2240,0,0,1,0,0,1,0,Comedy
Topaz,1969,143,4000000,6.1,1918,0,0,0,1,0,0,0,Drama
"Topo, El",1970,125,400000,7.3,1008,0,0,0,0,0,0,0,0
Tora! Tora! Tora!,1970,144,25000000,7.4,3663,1,0,0,1,0,0,0,Action
Torn Apart,2004,84,1500000,2.5,21,0,0,0,1,0,0,0,Drama
Torn Curtain,1966,126,6000000,6.5,2477,0,0,0,0,0,0,0,0
Torque,2004,81,40000000,3.2,4050,1,0,0,0,0,0,0,Action
Torrent,1926,88,250000,7.2,75,0,0,0,1,0,1,0,Drama
Total Recall,1990,113,65000000,7.2,26486,1,0,0,0,0,0,0,Action
Touch of Evil,1958,106,829000,8.4,11745,0,0,0,0,0,0,0,0
"Touch, The",2002,103,20000000,4.5,417,1,0,0,0,0,1,0,Action
Tough Guys Don't Dance,1987,110,5000000,4.8,233,1,0,0,1,0,0,0,Action
Tovarich,1937,98,1400000,7.2,134,0,0,1,0,0,0,0,Comedy
Tower of Evil,1972,85,400000,4.3,111,0,0,0,0,0,0,0,0
"Towering Inferno, The",1974,165,14000000,6.4,5386,1,0,0,1,0,0,0,Action
Town & Country,2001,104,90000000,4.5,1434,0,0,1,0,0,0,0,Comedy
"Toxic Avenger, Part II, The",1989,96,2300000,4.2,574,1,0,1,0,0,0,0,Action
Toy Story,1995,81,30000000,7.9,46019,0,1,1,0,0,0,0,Animation
Toy Story 2,1999,92,90000000,8.1,40941,0,1,1,0,0,0,0,Animation
Track 29,1988,90,5000000,5.5,417,0,0,0,1,0,0,0,Drama
Tracks,2002,92,1000000,5,5,0,0,0,1,0,0,0,Drama
Trader Horn,1931,122,1320000,6.8,83,0,0,0,0,0,0,0,0
Traffic,2000,147,48000000,7.8,41268,0,0,0,1,0,0,0,Drama
Traffic in Souls,1913,88,5700,6.2,44,0,0,0,1,0,0,0,Drama
"Trafico, El",2004,5,1000,9.2,5,0,0,0,1,0,0,1,Drama
"Trail of '98, The",1928,87,2000000,8.2,41,1,0,0,1,0,1,0,Action
"Train, The",1964,133,6700000,7.7,1616,1,0,0,0,0,0,0,Action
Training Day,2001,120,45000000,7.3,22776,0,0,0,1,0,0,0,Drama
Trainspotting,1996,94,3500000,8,51887,0,0,0,1,0,0,0,Drama
Trance,1998,94,4000000,3.9,392,0,0,0,0,0,0,0,0
Trancers,1985,76,400000,6.1,509,1,0,0,0,0,0,0,Action
Transfer,1966,7,0,5.3,17,0,0,0,0,0,0,1,Short
"Trap, The",1946,62,75000,6.2,86,0,0,0,0,0,0,0,0
Trapeze,1956,105,4000000,6.6,475,0,0,0,1,0,0,0,Drama
Trapped,1982,95,2000000,4.7,17,0,0,0,0,0,0,0,0
Trapped,2002,106,30000000,6,3718,0,0,0,0,0,0,0,0
Trash,1970,110,25000,6.7,316,0,0,0,1,0,0,0,Drama
Trauma,1962,93,69000,4.4,6,0,0,0,0,0,0,0,0
Trauma,1993,106,7000000,5.5,652,0,0,0,0,0,0,0,0
Travellers and Magicians,2003,108,1800000,7.2,187,0,0,0,1,0,0,0,Drama
Treasure Planet,2002,95,140000000,6.6,3724,0,1,0,1,0,0,0,Animation
"Treasure of the Sierra Madre, The",1948,126,3800000,8.4,10470,1,0,0,1,0,0,0,Action
Trees Lounge,1996,95,1300000,7.1,3155,0,0,1,1,0,0,0,Comedy
Trekkies,1997,86,375000,6.9,1526,0,0,0,0,1,0,0,Documentary
Tremors,1990,96,10000000,6.9,9657,0,0,1,0,0,0,0,Comedy
Tri istorii,1997,109,500000,7.3,85,0,0,1,0,0,0,0,Comedy
"Trial of Billy Jack, The",1974,170,7800000,4,258,1,0,0,1,0,0,0,Action
Tribute,1980,121,8400000,5.7,106,0,0,1,1,0,0,0,Comedy
"Trigger Effect, The",1996,94,8000000,5.4,1591,1,0,0,1,0,0,0,Action
Triggermen,2002,96,12000000,5.8,317,0,0,1,0,0,0,0,Comedy
Trio,2003,102,1200000,4.7,18,0,0,0,0,0,0,0,0
"Triplettes de Belleville, Les",2003,78,8000000,7.7,6618,0,1,1,0,0,0,0,Animation
"Triumph of Love, The",2001,112,5000000,5.7,423,0,0,1,0,0,1,0,Comedy
Trois,2000,93,200000,3.1,176,0,0,0,0,0,0,0,0
Trois 3: The Escort,2004,95,1000000,4.8,38,0,0,0,1,0,0,0,Drama
Trollywood,2004,82,1000000,9.6,14,0,0,0,0,1,0,0,Documentary
Tromeo and Juliet,1996,108,350000,5.8,1030,0,0,1,1,0,0,0,Comedy
Tron,1982,96,17000000,6.4,9084,1,0,0,0,0,0,0,Action
Trona,2004,63,5000,8,6,0,0,0,1,0,0,0,Drama
Trotsky,1993,98,1500000,4.3,8,0,0,0,1,0,0,0,Drama
Trouble in Paradise,1932,83,519706,8.1,1304,0,0,1,0,0,1,0,Comedy
"Trouble with Harry, The",1955,99,1200000,7.3,3674,0,0,1,0,0,0,0,Comedy
"Trouble with Lou, The",2001,85,90000,6,13,0,0,1,0,0,1,0,Comedy
Troy,2004,162,185000000,7.1,33979,1,0,0,1,0,1,0,Action
"Truce, The",2001,9,10000,7.8,6,0,0,0,0,0,0,1,Short
TRUE,1999,3,1000,7.3,32,0,0,0,0,0,0,1,Short
True Lies,1994,141,100000000,7,31011,1,0,1,0,0,1,0,Action
True Romance,1993,121,12500000,7.7,25896,1,0,0,1,0,1,0,Action
"Truman Show, The",1998,103,60000000,7.7,62434,0,0,1,1,0,0,0,Comedy
Truth or Dare? - A Critical Madness,1986,90,200000,4.7,85,0,0,0,0,0,0,0,0
Tuck Everlasting,2002,96,15000000,6.5,2055,0,0,0,1,0,1,0,Drama
Tucker: The Man and His Dream,1988,110,25000000,6.8,2944,0,0,0,1,0,0,0,Drama
Tui shou,1992,105,400000,7.1,317,0,0,1,1,0,0,0,Comedy
"Tulse Luper Suitcases, Part 1: The Moab Story, The",2003,127,10000000,6.6,211,0,0,0,1,0,1,0,Drama
Tumbleweeds,1925,82,312000,6.9,58,0,0,0,0,0,0,0,0
Tumbleweeds,1999,102,312000,6.9,1146,0,0,1,1,0,0,0,Comedy
Tumbling Tumbleweeds,1935,61,12500,8.2,11,0,0,0,0,0,0,0,0
Tunnel Vision,1976,95,250000,4.8,166,0,0,1,0,0,0,0,Comedy
"Tunnel, Der",2001,188,7100000,8.2,446,0,0,0,1,0,0,0,Drama
Turetskii gambit,2005,130,4000000,6.9,247,1,0,0,0,0,0,0,Action
Turkey Shoot,1981,80,3200000,4.2,167,1,0,0,0,0,0,0,Action
Turn It Up,2000,86,9000000,4.3,129,1,0,0,1,0,0,0,Action
Turning Paige,2001,109,1000000,6.9,95,0,0,0,1,0,0,0,Drama
Tusk,1980,119,1500000,5,25,0,0,0,1,0,0,0,Drama
"Tuxedo, The",2002,98,60000000,5.1,6070,1,0,1,0,0,0,0,Action
Twelve Monkeys,1995,129,29000000,7.9,62301,0,0,0,1,0,0,0,Drama
Twelve Steps Outside,2002,88,25000,8.3,7,0,0,1,0,0,0,0,Comedy
Twice Today,2001,80,40000,8.2,5,0,0,0,1,0,0,0,Drama
"Twilight People, The",1973,84,150000,3.1,43,0,0,0,0,0,0,0,0
Twilight Zone: The Movie,1983,120,10000000,6,4458,0,0,0,0,0,0,0,0
Twilight's Last Gleaming,1977,146,6200000,6.6,313,0,0,0,0,0,0,0,0
Twin Falls Idaho,1999,111,500000,7.1,1547,0,0,0,1,0,0,0,Drama
Twin Peaks: Fire Walk with Me,1992,135,10000000,6.5,6927,0,0,0,1,0,0,0,Drama
Twin Town,1997,99,3300000,6.1,1172,0,0,1,1,0,0,0,Comedy
Twins,1988,105,15000000,5.9,13213,0,0,1,0,0,0,0,Comedy
Twist,2003,97,350000,6,197,0,0,0,1,0,0,0,Drama
Twister,1996,113,92000000,5.9,28315,1,0,0,1,0,0,0,Action
Two Can Play That Game,2001,93,6000000,5.8,843,0,0,1,0,0,1,0,Comedy
Two Girls and a Guy,1997,84,1000000,5.6,2014,0,0,1,1,0,0,0,Comedy
Two Lords,2002,8,2500,9.5,6,0,0,1,0,0,0,1,Comedy
Two Story House,2003,14,3000,8,8,0,0,0,0,0,0,1,Short
Two Thousand Maniacs!,1964,87,65000,5,497,0,0,0,0,0,0,0,0
Two Weeks Notice,2002,101,60000000,5.8,15010,0,0,1,0,0,1,0,Comedy
Two for the Road,1967,111,4000000,7.3,1251,0,0,1,1,0,1,0,Comedy
Two-Faced Woman,1941,90,316000,5.9,148,0,0,1,0,0,1,0,Comedy
Two-Lane Blacktop,1971,105,850000,6.7,773,0,0,0,1,0,0,0,Drama
U Turn,1997,125,19000000,6.5,10306,0,0,0,1,0,0,0,Drama
U-571,2000,116,62000000,6.5,15792,1,0,0,1,0,0,0,Action
U.S. Marshals,1998,131,60000000,6.1,10315,1,0,0,1,0,0,0,Action
UFO: Target Earth,1974,80,75000,3.5,13,0,0,0,0,0,0,0,0
UHF,1989,97,5000000,6.6,6384,0,0,1,0,0,0,0,Comedy
"Uccello dalle piume di cristallo, L'",1970,96,500000,6.8,883,0,0,0,0,0,0,0,0
Ulee's Gold,1997,113,2700000,7.1,2368,0,0,0,1,0,0,0,Drama
Ultimo tango a Parigi,1972,250,1250000,6.9,4007,0,0,0,1,0,1,0,Drama
Ulzana's Raid,1972,105,1200000,7,422,0,0,0,0,0,0,0,0
Uma Aventura do Zico,1998,93,5300000,2.3,24,0,0,0,0,0,0,0,0
"Umanoide, L'",1979,100,7000000,3.1,73,0,0,0,0,0,0,0,0
UnConventional,2004,99,50000,4.6,10,0,0,0,0,1,0,0,Documentary
"Unbelievable Truth, The",2003,9,3300,7.4,5,0,0,0,1,0,0,1,Drama
Unbreakable,2000,106,75000000,7.1,35842,0,0,0,1,0,0,0,Drama
Uncivilized,1994,91,1000000,4.8,19,1,0,0,0,0,0,0,Action
Uncle Sam,1997,89,2000000,3.3,488,0,0,0,0,0,0,0,0
Uncle Tom's Cabin,1927,144,1500000,7.7,31,0,0,0,1,0,0,0,Drama
Unconquered,1947,146,5000000,6.5,245,0,0,0,0,0,0,0,0
Uncovered: The Whole Truth About the Iraq War,2003,56,50000,7.9,290,0,0,0,0,1,0,0,Documentary
"Undead, The",1957,71,70000,3.8,261,0,0,0,0,0,0,0,0
Under Siege,1992,98,12000000,6.1,9413,1,0,0,1,0,0,0,Action
Under Siege 2: Dark Territory,1995,99,60000000,4.9,5551,1,0,0,1,0,0,0,Action
Under Suspicion,2000,111,25000000,6.4,3718,0,0,0,1,0,0,0,Drama
Under Two Flags,1936,98,1500000,6.6,71,0,0,0,0,0,0,0,0
Under the Rainbow,1981,97,20000000,4.8,535,0,0,1,0,0,0,0,Comedy
Under the Skin,1997,82,1000000,6.5,367,0,0,0,1,0,0,0,Drama
Under the Tuscan Sun,2003,113,18000000,6.7,4183,0,0,1,1,0,1,0,Comedy
Undercover Brother,2002,85,25000000,6,5138,1,0,1,0,0,0,0,Action
Underneath,1995,99,6500000,6.3,674,0,0,0,1,0,0,0,Drama
"Underwater City, The",1962,78,350000,4.9,17,0,0,0,0,0,0,0,0
Underwater!,1955,105,3500000,5.3,80,0,0,0,0,0,0,0,0
Undisputed,2002,96,20000000,5.6,1769,1,0,0,1,0,0,0,Action
